prompt,description,inputs,steps,expected_output,platform,domain,feature,aspect,scope
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho phi chức năng - api (tổng quát) [cả hai],Rate limiting bảo vệ lạm dụng,giá_trị=...,"1) Spam request từ một IP trong thời gian ngắn
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","API chặn theo chính sách 429, hệ thống ổn định",cả hai,tổng quát,phi chức năng,api,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho phi chức năng - api (tổng quát) [cả hai],Không lộ dữ liệu nhạy cảm,Không có,"1) Kiểm tra response
2) log
3) header với dữ liệu tài khoản/mật khẩu/API key",Không có thông tin nhạy cảm trong phản hồi hoặc log,cả hai,tổng quát,phi chức năng,api,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho phi chức năng - api (tổng quát) [cả hai],HTTPS/TLS bắt buộc,Không có,"1) Thử truy cập qua HTTP
2) kiểm tra chứng chỉ và ciphers
3) Quan sát kết quả","Chuyển hướng sang HTTPS, chứng chỉ hợp lệ",cả hai,tổng quát,phi chức năng,api,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho phi chức năng - api (tổng quát) [cả hai],CORS cấu hình an toàn,Không có,"1) Gửi request từ origin không được phép
2) kiểm tra header CORS
3) Quan sát kết quả","Bị chặn bởi CORS, chỉ cho phép origin hợp lệ",cả hai,tổng quát,phi chức năng,api,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho phi chức năng - api (tổng quát) [cả hai],Bảo mật API key,Không có,"1) Kiểm tra lưu trữ
2) phạm vi
3) thời hạn API key","API key được hạn chế scope, có thể thu hồi",cả hai,tổng quát,phi chức năng,api,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho phi chức năng - api (tổng quát) [cả hai],An toàn JWT,Không có,"1) Kiểm tra thuật toán ký
2) xác minh alg
3) kiểm tra claim hết hạn/khán giả","JWT hợp lệ mới được chấp nhận, từ chối none/thuật toán sai",cả hai,tổng quát,phi chức năng,api,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho phi chức năng - api (tổng quát) [cả hai],Thử bỏ qua xác thực,Không có,"1) Bỏ qua bước auth bằng cách bỏ header hoặc sửa đường dẫn
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Bị chặn, không truy cập trái phép",cả hai,tổng quát,phi chức năng,api,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho phi chức năng - api (tổng quát) [cả hai],Session Fixation với token phiên,Không có,"1) Giữ nguyên token qua quy trình
2) kiểm tra có tái tạo token sau đăng nhập
3) Quan sát kết quả","Token/Session được tái tạo, không thể cố định phiên",cả hai,tổng quát,phi chức năng,api,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho phi chức năng - api (tổng quát) [cả hai],IDOR (tham chiếu đối tượng trực tiếp không an toàn),Không có,"1) Thay đổi ID tài nguyên trong URL/Body để truy cập dữ liệu người khác
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Bị chặn bởi kiểm tra quyền, trả 403/404",cả hai,tổng quát,phi chức năng,api,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho phi chức năng - api (tổng quát) [cả hai],Tấn công từ chối dịch vụ (DoS),Không có,"1) Gửi request tiêu tốn tài nguyên hoặc payload rất lớn liên tục
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Hệ thống hạn chế/giới hạn, không sập dịch vụ",cả hai,tổng quát,phi chức năng,api,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho phi chức năng - api (tổng quát) [cả hai],Quản lý version API,Không có,"1) Gọi các phiên bản v1
2) v2
3) kiểm tra tương thích","Version hóa rõ ràng, thay đổi phá vỡ không ảnh hưởng client cũ",cả hai,tổng quát,phi chức năng,api,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho phi chức năng - bảo mật (tổng quát) [cả hai],Header bảo mật trong phản hồi,Không có,"1) Kiểm tra CSP
2) X-Content-Type-Options
3) X-Frame-Options
4) HSTS",Header bảo mật hiện diện và cấu hình đúng,cả hai,tổng quát,phi chức năng,bảo mật,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng nhập - chức năng (tổng quát) [cả hai],Phím Enter để login,"username=""..."", password=""...""","1) Nhập username
2) password rồi nhấn Enter
3) Quan sát kết quả",Hệ thống thực hiện login thành công,cả hai,tổng quát,đăng nhập,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng nhập - chức năng (tổng quát) [cả hai],Nút Cancel xóa dữ liệu,Không có,"1) Nhập dữ liệu vào form → nhấn Cancel
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Các trường được xóa sạch,cả hai,tổng quát,đăng nhập,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng nhập - chức năng (tổng quát) [cả hai],Back button sau khi logout,Không có,"1) Login → Logout → nhấn nút Back
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Không thể truy cập lại hệ thống,cả hai,tổng quát,đăng nhập,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng nhập - chức năng (tổng quát) [cả hai],Timeout session,Không có,"1) Login → để không hoạt động một thời gian
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Phiên tự động hết hạn, yêu cầu login lại",cả hai,tổng quát,đăng nhập,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng nhập - chức năng (tổng quát) [cả hai],Login cùng lúc trên nhiều browser,"username=""..."", password=""...""","1) Login trên Chrome
2) Firefox cùng lúc
3) Quan sát kết quả",Hoạt động bình thường nếu hệ thống cho phép,cả hai,tổng quát,đăng nhập,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng nhập - chức năng (tổng quát) [cả hai],Login bằng số điện thoại hợp lệ (Gmail),"username=""..."", password=""...""","1) Nhập số điện thoại hợp lệ + mật khẩu
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Login thành công,cả hai,tổng quát,đăng nhập,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng nhập - chức năng (tổng quát) [cả hai],Login bằng email hợp lệ (Gmail),"username=""..."", password=""...""","1) Nhập email hợp lệ + mật khẩu
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Login thành công,cả hai,tổng quát,đăng nhập,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng nhập - chức năng (tổng quát) [cả hai],Login khi JavaScript bị tắt (Gmail),"username=""..."", password=""...""","1) Tắt JavaScript → mở login page
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Trang hiển thị cảnh báo phù hợp,cả hai,tổng quát,đăng nhập,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng nhập - chức năng (tổng quát) [cả hai],Kiểm tra link 'Create Account' (Gmail),Không có,"1) Nhấn 'Tạo tài khoản'
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Điều hướng đến trang đăng ký,cả hai,tổng quát,đăng nhập,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho đăng nhập - bảo mật (tổng quát) [cả hai],SQL Injection,Không có,"1) Nhập ' OR '1'='1 vào username
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Bị chặn, hiển thị thông báo lỗi chung",cả hai,tổng quát,đăng nhập,bảo mật,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho đăng nhập - bảo mật (tổng quát) [cả hai],Kiểm tra SSL Certificate,Không có,"1) Mở login page
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Trang sử dụng HTTPS, chứng chỉ hợp lệ",cả hai,tổng quát,đăng nhập,bảo mật,dùng chung
Hệ thống ứng dụng; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng nhập - trải nghiệm (tổng quát) [ứng dụng],Responsive cho mobile (Sign-in),Không có,"1) Mở login page trên màn hình mobile
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Layout hiển thị đúng, không cần scroll ngang",ứng dụng,tổng quát,đăng nhập,trải nghiệm,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng ký - chức năng (tổng quát) [cả hai],Kiểm tra độ tuổi khi nhập DOB,Không có,"1) Nhập ngày sinh nhỏ hơn tuổi hợp lệ
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hiển thị thông báo lỗi,cả hai,tổng quát,đăng ký,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng ký - chức năng (tổng quát) [cả hai],Tên không cho phép số/ký tự đặc biệt,Không có,"1) Nhập số hoặc ký tự đặc biệt vào First/Last name
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Không cho phép, hiển thị lỗi",cả hai,tổng quát,đăng ký,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng ký - chức năng (tổng quát) [cả hai],Password Strength (cảnh báo yếu),Không có,"1) Nhập mật khẩu yếu
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hiển thị cảnh báo mật khẩu yếu,cả hai,tổng quát,đăng ký,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng ký - chức năng (tổng quát) [cả hai],Sign-up bằng Facebook/Google,Không có,"1) Nhấn 'Đăng ký bằng Facebook/Google'
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Đăng ký thành công,cả hai,tổng quát,đăng ký,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho đăng ký - bảo mật (tổng quát) [cả hai],Checkbox 'Keep me Sign In',Không có,"1) Đăng ký → tick 'Keep me signed in'
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Không bị logout khi đóng app,cả hai,tổng quát,đăng ký,bảo mật,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên bảo mật; kiểm soát truy cập; ghi log - Tạo test case cho đăng ký - bảo mật (tổng quát) [cả hai],Checkbox 'Keep me Sign In' không tick mặc định,Không có,"1) Mở form Register
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Checkbox không được tick sẵn,cả hai,tổng quát,đăng ký,bảo mật,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [cả hai],Responsive cho mobile (Sign-up),Không có,"1) Mở trang Register trên màn hình mobile
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Layout hiển thị đúng, không bị vỡ giao diện",cả hai,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Thanh tìm kiếm hiển thị nổi bật trên trang chủ,"query=""...""","1) Mở trang chủ
2) quan sát vị trí thanh tìm kiếm
3) Quan sát kết quả","Thanh tìm kiếm hiển thị rõ ràng, dễ truy cập",cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Nhập tên sản phẩm hợp lệ và hiển thị kết quả liên quan,Không có,"1) Nhập tên sản phẩm có trong DB
2) nhấn Enter
3) Quan sát kết quả",Danh sách sản phẩm liên quan hiển thị chính xác,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Tìm kiếm nhiều từ khóa,"query=""...""","1) Nhập query gồm nhiều từ khóa
2) nhấn Enter
3) Quan sát kết quả",Kết quả chính xác và bao gồm các từ khóa,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],"Kết quả hiển thị hình ảnh, tên, giá và mô tả",giá_trị=...,"1) Thực hiện tìm kiếm sản phẩm bất kỳ
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kết quả hiển thị đầy đủ thông tin sản phẩm,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],"Filter (sắp xếp, danh mục, giá) hoạt động đúng",giá_trị=...,"1) Thực hiện tìm kiếm rồi áp dụng filter
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kết quả được lọc/sắp xếp chính xác,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Search As You Type gợi ý tức thì,"query=""...""","1) Nhập ký tự dần dần vào thanh search
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hiển thị gợi ý theo thời gian thực,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Auto-correct chính tả,Không có,"1) Nhập từ khóa sai chính tả gần đúng
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hệ thống gợi ý hoặc tự sửa từ đúng,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Phân trang kết quả,Không có,"1) Tìm kiếm nhiều kết quả > 1 trang
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Phân trang hiển thị chính xác, có thể điều hướng",cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Chia sẻ kết quả,Không có,"1) Thực hiện tìm kiếm
2) chọn chia sẻ qua email/social
3) Quan sát kết quả",Link kết quả được chia sẻ đúng,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Hiển thị lịch sử tìm kiếm,"query=""...""","1) Nhập tìm kiếm
2) kiểm tra lịch sử
3) Quan sát kết quả",Lịch sử hiển thị đúng các từ khóa trước,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Responsive trên nhiều thiết bị,Không có,"1) Mở trang search trên desktop
2) mobile
3) tablet","Layout hiển thị đúng, không vỡ giao diện",cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Hỗ trợ tìm kiếm bằng giọng nói,"query=""...""","1) Nhấn icon voice search
2) đọc từ khóa
3) Quan sát kết quả",Kết quả trả về đúng theo giọng nói,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Did you mean gợi ý,Không có,"1) Nhập từ khóa mơ hồ
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hệ thống hiển thị gợi ý phù hợp,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Tốc độ tìm kiếm khi tải cao,"query=""...""","1) Mô phỏng nhiều user search cùng lúc
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Kết quả trả về nhanh, không delay lớn",cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Tích hợp recommendation engine,Không có,"1) Thực hiện tìm kiếm sản phẩm
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hiển thị thêm sản phẩm gợi ý phù hợp,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Tìm kiếm rỗng,"query=""...""","1) Để trống thanh search rồi nhấn Enter
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Hệ thống không tìm kiếm, hiển thị thông báo phù hợp",cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Tìm kiếm sản phẩm không tồn tại,"query=""...""","1) Nhập từ khóa không có trong DB
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hiển thị 0 kết quả,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Nhập ký tự đặc biệt,Không có,"1) Nhập @
2) $
3) % vào thanh search","Hệ thống xử lý hợp lý, không crash",cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Query vượt giới hạn ký tự,"truy_vấn=..., dữ_liệu=tập dữ liệu","1) Nhập query dài hơn giới hạn
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Hệ thống từ chối hoặc cắt chuỗi, hiển thị cảnh báo",cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Nhập dữ liệu không phải text,Không có,"1) Nhập số hoặc symbol
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hệ thống xử lý phù hợp,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Case sensitive,Không có,"1) Nhập từ khóa khác biệt hoa/thường
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kết quả tìm kiếm không bị ảnh hưởng hoặc có logic rõ ràng,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Stop words,Không có,"1) Nhập từ khóa có 'and'
2) 'the'
3) Quan sát kết quả",Kết quả xử lý chính xác,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Khoảng trắng dư,Không có,"1) Nhập từ khóa có space thừa đầu/cuối
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Hệ thống trim space, kết quả đúng",cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Ký tự không hỗ trợ,Không có,"1) Nhập ký tự không hợp lệ
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Hệ thống lọc bỏ, không crash",cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Tìm kiếm khi bảo trì,"query=""...""","1) Thực hiện tìm kiếm khi site bảo trì
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hiển thị thông báo bảo trì,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Mạng chậm,Không có,"1) Tìm kiếm với kết nối mạng yếu
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Hệ thống hiển thị loading, không crash",cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Sai định dạng dữ liệu,Không có,"1) Nhập ngày vào ô text search
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hệ thống xử lý và hiển thị thông báo phù hợp,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Sort option không chính xác,Không có,"1) Chọn sort theo giá
2) quan sát
3) Quan sát kết quả",Kết quả sort chính xác,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Ngắt tìm kiếm giữa chừng,"query=""...""","1) Nhập query rồi chuyển trang khác
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Hệ thống hủy search, không lỗi",cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Search bị disable,"query=""...""","1) Ẩn thanh search
2) thử truy cập
3) Quan sát kết quả",Không cho phép thực hiện tìm kiếm,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Tìm kiếm đa ngôn ngữ,"query=""...""","1) Nhập query có nhiều ngôn ngữ
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hệ thống xử lý hợp lý,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Tìm kiếm 1 từ khóa,"query=""...""","1) Nhập từ đơn
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kết quả phù hợp hiển thị,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
